fixture_id,fixture.referee,fixture.timezone,fixture.date,fixture.timestamp,fixture.periods.first,fixture.periods.second,fixture.venue.id,fixture.venue.name,fixture.venue.city,fixture.status.long,fixture.status.short,fixture.status.elapsed,league.id,league.name,league.country,league.logo,league.flag,league.season,league.round,teams.home.id,teams.home.name,teams.home.logo,teams.home.winner,teams.away.id,teams.away.name,teams.away.logo,teams.away.winner,goals.home,goals.away,score.halftime.home,score.halftime.away,score.fulltime.home,score.fulltime.away,score.extratime.home,score.extratime.away,score.penalty.home,score.penalty.away,fixture_date,team_name,team_id,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %
354954,"Mark Clattenburg, England",UTC,2016-05-28T18:45:00+00:00,1464461100,1464461100.0,1464464700.0,,Stadio Giuseppe Meazza,Milano,Match Finished,PEN,120.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Final,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,True,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,False,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,2016-05-28T18:45:00+00:00,Real Madrid,541,8.0,6.0,25.0,11.0,10.0,15.0,18.0,7,0.0,47%,6.0,0.0,3.0,580.0,494.0,85%
354954,"Mark Clattenburg, England",UTC,2016-05-28T18:45:00+00:00,1464461100,1464461100.0,1464464700.0,,Stadio Giuseppe Meazza,Milano,Match Finished,PEN,120.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Final,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,True,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,False,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,2016-05-28T18:45:00+00:00,Atletico Madrid,530,4.0,10.0,17.0,3.0,9.0,8.0,16.0,6,2.0,53%,2.0,0.0,6.0,635.0,527.0,83%
354955,"Cuneyt Cakir, Turkey",UTC,2016-04-26T18:45:00+00:00,1461696300,1461696300.0,1461699900.0,555.0,Etihad Stadium,Manchester,Match Finished,FT,90.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Semi-finals,50,Manchester City,https://media.api-sports.io/football/teams/50.png,,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2016-04-26T18:45:00+00:00,Manchester City,50,1.0,2.0,4.0,1.0,1.0,3.0,20.0,4,1.0,45%,1.0,0.0,3.0,499.0,403.0,81%
354955,"Cuneyt Cakir, Turkey",UTC,2016-04-26T18:45:00+00:00,1461696300,1461696300.0,1461699900.0,555.0,Etihad Stadium,Manchester,Match Finished,FT,90.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Semi-finals,50,Manchester City,https://media.api-sports.io/football/teams/50.png,,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2016-04-26T18:45:00+00:00,Real Madrid,541,3.0,6.0,13.0,4.0,8.0,5.0,12.0,6,2.0,55%,2.0,0.0,1.0,605.0,507.0,84%
354956,"Damir Skomina, Slovenia",UTC,2016-05-04T18:45:00+00:00,1462387500,1462387500.0,1462391100.0,1456.0,Estadio Santiago Bernabéu,Madrid,Match Finished,FT,90.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Semi-finals,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,True,50,Manchester City,https://media.api-sports.io/football/teams/50.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2016-05-04T18:45:00+00:00,Real Madrid,541,5.0,5.0,15.0,5.0,12.0,4.0,5.0,5,5.0,55%,1.0,0.0,1.0,551.0,485.0,88%
354956,"Damir Skomina, Slovenia",UTC,2016-05-04T18:45:00+00:00,1462387500,1462387500.0,1462391100.0,1456.0,Estadio Santiago Bernabéu,Madrid,Match Finished,FT,90.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Semi-finals,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,True,50,Manchester City,https://media.api-sports.io/football/teams/50.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2016-05-04T18:45:00+00:00,Manchester City,50,1.0,4.0,5.0,0.0,3.0,2.0,10.0,3,2.0,45%,3.0,0.0,5.0,448.0,373.0,83%
354957,"Mark Clattenburg, England",UTC,2016-04-27T18:45:00+00:00,1461782700,1461782700.0,1461786300.0,,Estadio Vicente Calderón,Madrid,Match Finished,FT,90.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Semi-finals,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,True,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2016-04-27T18:45:00+00:00,Atletico Madrid,530,5.0,2.0,11.0,4.0,6.0,5.0,0.0,5,2.0,26%,1.0,0.0,7.0,253.0,159.0,63%
354957,"Mark Clattenburg, England",UTC,2016-04-27T18:45:00+00:00,1461782700,1461782700.0,1461786300.0,,Estadio Vicente Calderón,Madrid,Match Finished,FT,90.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Semi-finals,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,True,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,2016-04-27T18:45:00+00:00,Bayern Munich,157,7.0,9.0,20.0,4.0,8.0,12.0,0.0,5,0.0,74%,4.0,0.0,4.0,707.0,614.0,87%
354958,"Cuneyt Cakir, Turkey",UTC,2016-05-03T18:45:00+00:00,1462301100,1462301100.0,1462304700.0,,Allianz-Arena,München,Match Finished,FT,90.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Semi-finals,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,True,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,2016-05-03T18:45:00+00:00,Bayern Munich,157,11.0,13.0,33.0,9.0,17.0,16.0,0.0,12,3.0,72%,1.0,0.0,3.0,653.0,556.0,85%
354958,"Cuneyt Cakir, Turkey",UTC,2016-05-03T18:45:00+00:00,1462301100,1462301100.0,1462304700.0,,Allianz-Arena,München,Match Finished,FT,90.0,2,UEFA Champions League,World,https://media.api-sports.io/football/leagues/2.png,,2015,Semi-finals,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,True,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,2016-05-03T18:45:00+00:00,Atletico Madrid,530,4.0,2.0,7.0,1.0,2.0,5.0,0.0,2,2.0,28%,1.0,0.0,9.0,254.0,145.0,57%
